City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
263,Half Moon Bay,US,68.0,broken clouds,37.46,-122.43,
264,Tuatapere,NZ,72.0,overcast clouds,-46.13,167.68,
266,Qeshm,IR,75.2,clear sky,26.96,56.27,
269,Daru,PG,78.94,overcast clouds,-9.08,143.21,
270,Coquimbo,CL,57.2,overcast clouds,-29.95,-71.34,
271,Sibolga,ID,76.96,overcast clouds,1.74,98.78,
272,Sao Joao Da Barra,BR,73.4,light rain,-21.64,-41.05,
273,Kupang,ID,77.0,few clouds,-10.17,123.58,
274,Maragogi,BR,76.48,few clouds,-9.01,-35.22,
275,Lorengau,PG,82.58,few clouds,-2.02,147.27,
276,Rosetta,EG,71.6,few clouds,31.4,30.42,
280,Samarai,PG,79.77,broken clouds,-10.62,150.67,
282,Baffa,PK,58.5,clear sky,34.44,73.22,
283,Thai Binh,VN,75.2,overcast clouds,20.45,106.33,
285,Isangel,VU,80.6,broken clouds,-19.55,169.27,
287,Santa Vitoria Do Palmar,BR,67.78,clear sky,-33.52,-53.37,
288,Airai,TL,61.09,clear sky,-8.93,125.41,
289,Marsh Harbour,BS,80.38,moderate rain,26.54,-77.06,
292,Tavares,US,84.2,overcast clouds,28.8,-81.73,
293,Itarema,BR,80.02,clear sky,-2.92,-39.92,
294,Lamar,US,62.01,overcast clouds,33.67,-95.58,
297,Moron,AR,77.0,broken clouds,-34.65,-58.62,
298,Lubao,PH,77.0,broken clouds,14.92,120.55,
301,Touros,BR,78.8,scattered clouds,-5.2,-35.46,
302,Puerto Escondido,MX,86.0,broken clouds,15.85,-97.07,
303,Basco,PH,78.98,light rain,20.45,121.97,
304,Nishihara,JP,71.6,scattered clouds,26.18,127.76,
306,Mathathane,BW,77.76,clear sky,-22.27,28.75,
307,Karratha,AU,64.54,light rain,-20.74,116.85,
308,Macomer,IT,59.0,clear sky,40.26,8.77,
310,Camacupa,AO,66.2,broken clouds,-12.02,17.48,
311,Riverton,US,64.99,overcast clouds,40.52,-111.94,
314,Krasni Okny,UA,57.88,overcast clouds,47.54,29.46,
317,Ambilobe,MG,73.36,clear sky,-13.2,49.05,
322,Westport,US,63.0,scattered clouds,41.14,-73.36,
325,Dzilam Gonzalez,MX,83.28,scattered clouds,21.28,-88.93,
326,Luanda,AO,77.0,scattered clouds,-8.84,13.23,
328,Laibin,CN,66.42,overcast clouds,23.7,109.27,
329,Doka,SD,80.91,clear sky,13.52,35.77,
330,Nioro,GM,83.66,scattered clouds,13.35,-15.75,
331,Santiago,CL,75.0,clear sky,-33.46,-70.65,
332,Lufilufi,WS,87.8,broken clouds,-13.87,-171.6,
333,Bonthe,SL,79.54,overcast clouds,7.53,-12.51,
337,Alenquer,BR,87.8,clear sky,-1.94,-54.74,
338,Dingle,PH,74.14,moderate rain,11.0,122.67,
339,Acajutla,SV,87.8,scattered clouds,13.59,-89.83,
340,Lianzhou,CN,61.66,overcast clouds,24.78,112.38,
342,Bara,NG,79.41,overcast clouds,10.37,10.73,
343,Road Town,VG,86.0,scattered clouds,18.42,-64.62,
345,Salinopolis,BR,81.01,broken clouds,-0.61,-47.36,
346,Areka,ET,61.0,clear sky,7.07,37.7,
349,Tautira,PF,84.2,broken clouds,-17.73,-149.15,
352,Yokadouma,CM,70.99,light rain,3.52,15.05,
353,Lashio,MM,63.73,broken clouds,22.93,97.75,
355,Conceicao Do Araguaia,BR,83.64,light rain,-8.26,-49.26,
358,Methoni,GR,66.0,clear sky,36.82,21.7,
359,Cedar City,US,69.8,clear sky,37.68,-113.06,
368,Laguna,US,73.0,clear sky,38.42,-121.42,
369,Banda Aceh,ID,76.14,moderate rain,5.56,95.32,
370,Muros,ES,62.01,light rain,42.78,-9.06,
373,Garissa,KE,78.12,scattered clouds,-0.45,39.64,
374,Manakara,MG,69.44,clear sky,-22.13,48.02,
375,Venado Tuerto,AR,78.01,overcast clouds,-33.75,-61.97,
376,Nkhotakota,MW,77.22,scattered clouds,-12.93,34.3,
378,Palatka,US,84.99,scattered clouds,29.65,-81.64,
383,Saldanha,ZA,62.6,clear sky,-33.01,17.94,
384,Ribas Do Rio Pardo,BR,81.16,overcast clouds,-20.44,-53.76,
385,Na Wa,TH,64.56,broken clouds,17.49,104.1,
387,Port Blair,IN,80.35,light rain,11.67,92.75,
389,Nieuw Amsterdam,SR,86.0,light rain,5.88,-55.08,
392,Gombong,ID,62.01,moderate rain,-7.61,109.51,
393,Gonda,IN,68.79,clear sky,27.13,81.93,
394,Moissala,TD,75.36,light rain,8.34,17.77,
396,Seaford,GB,57.99,moderate rain,50.77,0.1,
397,Santa Maria,BR,80.33,broken clouds,-29.68,-53.81,
399,Kalianget,ID,81.88,light rain,-7.05,113.93,
400,Kongolo,CD,72.52,broken clouds,-5.38,27.0,
401,Port Hedland,AU,69.8,clear sky,-20.32,118.57,
402,Tucurui,BR,87.37,overcast clouds,-3.77,-49.67,
403,Camacha,PT,64.4,few clouds,33.08,-16.33,
406,Mandera,KE,82.36,overcast clouds,3.94,41.87,
407,Fort Abbas,PK,76.91,clear sky,29.19,72.85,
409,Show Low,US,69.8,clear sky,34.25,-110.03,
414,Kirakira,SB,82.29,clear sky,-10.45,161.92,
415,Riachao Do Dantas,BR,74.26,few clouds,-11.07,-37.73,
418,Matara,LK,77.18,broken clouds,5.95,80.54,
419,Ambon,ID,77.0,few clouds,-3.7,128.18,
421,Koulikoro,ML,81.86,clear sky,14.0,-7.75,
423,Vila Do Maio,CV,78.8,overcast clouds,15.13,-23.22,
427,Awbari,LY,66.43,clear sky,26.59,12.78,
428,Wajima,JP,57.33,broken clouds,37.4,136.9,
430,Kaoma,ZM,71.92,broken clouds,-14.78,24.8,
431,Ponta Delgada,PT,68.0,broken clouds,37.73,-25.67,
434,Makum,IN,69.33,light rain,27.5,95.45,
435,Mitoc,RO,57.2,broken clouds,48.1,27.03,
439,Arantangi,IN,79.92,broken clouds,10.17,78.98,
443,Ardakan,IR,57.2,clear sky,32.31,54.02,
445,Sao Miguel Do Araguaia,BR,75.34,overcast clouds,-13.28,-50.16,
446,Kieta,PG,81.93,broken clouds,-6.22,155.63,
449,Plainview,US,69.01,scattered clouds,40.78,-73.47,
451,Winnemucca,US,66.2,clear sky,40.97,-117.74,
452,Salalah,OM,75.2,clear sky,17.02,54.09,
453,Lazaro Cardenas,MX,85.69,broken clouds,17.96,-102.2,
454,Antofagasta,CL,59.0,overcast clouds,-23.65,-70.4,
455,Praia Da Vitoria,PT,66.2,broken clouds,38.73,-27.07,
456,Dunedin,NZ,64.65,overcast clouds,-45.87,170.5,
457,Sawakin,SD,80.8,clear sky,19.11,37.33,
458,Rocha,UY,66.97,few clouds,-34.48,-54.33,
459,Alugan,PH,78.49,heavy intensity rain,12.22,125.48,
461,Vallenar,CL,73.9,clear sky,-28.57,-70.76,
463,Morondava,MG,75.34,light rain,-20.28,44.28,
466,Hudson,US,68.0,overcast clouds,40.72,-74.07,
468,Muisne,EC,84.2,few clouds,0.6,-80.03,
470,San Pedro,PH,77.0,broken clouds,14.35,121.02,
471,Semporna,MY,73.4,few clouds,4.48,118.61,
472,Dingli,MT,69.01,clear sky,35.86,14.38,
