City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Cheltenham,GB,51.9,-2.08,51.01,91,100,1.01,moderate rain
363,Upernavik,GL,72.79,-56.15,23.07,95,100,10.76,overcast clouds
364,Qaqortoq,GL,60.72,-46.03,30.2,68,13,3.36,few clouds
365,Verkhnyaya Maksakovka,RU,61.63,50.97,33.8,86,75,6.71,broken clouds
366,Anadyr,RU,64.75,177.48,21.2,92,75,4.47,fog
367,Tigil,RU,57.8,158.67,34.38,84,99,11.86,overcast clouds
368,Laguna,US,38.42,-121.42,73.0,43,1,6.93,clear sky
369,Banda Aceh,ID,5.56,95.32,76.14,85,100,7.87,moderate rain
370,Muros,ES,42.78,-9.06,62.01,88,91,28.01,light rain
371,Ossora,RU,59.24,163.07,37.36,79,100,4.81,overcast clouds
372,Clyde River,CA,70.47,-68.59,19.4,73,90,4.7,overcast clouds
373,Garissa,KE,-0.45,39.64,78.12,74,47,17.83,scattered clouds
374,Manakara,MG,-22.13,48.02,69.44,84,4,5.46,clear sky
375,Venado Tuerto,AR,-33.75,-61.97,78.01,78,94,8.99,overcast clouds
376,Nkhotakota,MW,-12.93,34.3,77.22,56,31,6.11,scattered clouds
377,Vytegra,RU,61.01,36.45,37.42,80,100,8.32,overcast clouds
378,Palatka,US,29.65,-81.64,84.99,67,28,1.01,scattered clouds
379,Bemidji,US,47.47,-94.88,30.0,58,90,5.82,overcast clouds
380,Balkhash,KZ,46.84,74.98,33.58,78,28,6.35,scattered clouds
381,Krasnogvardeyskiy,RU,57.38,62.32,33.12,98,100,2.13,light rain
382,Okha,RU,53.57,142.95,40.19,91,5,2.84,clear sky
383,Saldanha,ZA,-33.01,17.94,62.6,82,0,6.93,clear sky
384,Ribas Do Rio Pardo,BR,-20.44,-53.76,81.16,62,87,7.65,overcast clouds
385,Na Wa,TH,17.49,104.1,64.56,81,72,2.35,broken clouds
386,Mari-Turek,RU,56.79,49.62,40.37,90,100,7.83,overcast clouds
387,Port Blair,IN,11.67,92.75,80.35,80,56,5.61,light rain
388,Skala Fourkas,GR,40.0,23.38,53.6,76,0,4.7,clear sky
389,Nieuw Amsterdam,SR,5.88,-55.08,86.0,70,20,2.24,light rain
390,Svetlyy,RU,54.67,20.13,50.0,100,40,6.71,scattered clouds
391,Kargasok,RU,59.06,80.86,17.42,96,10,5.86,clear sky
392,Gombong,ID,-7.61,109.51,62.01,89,100,4.43,moderate rain
393,Gonda,IN,27.13,81.93,68.79,37,0,5.3,clear sky
394,Moissala,TD,8.34,17.77,75.36,83,65,3.71,light rain
395,Torbay,CA,47.67,-52.73,48.99,93,90,27.51,overcast clouds
396,Seaford,GB,50.77,0.1,57.99,89,100,17.0,moderate rain
397,Santa Maria,BR,-29.68,-53.81,80.33,65,76,2.89,broken clouds
398,Havre-Saint-Pierre,CA,50.23,-63.6,42.8,93,90,16.11,overcast clouds
399,Kalianget,ID,-7.05,113.93,81.88,77,84,6.29,light rain
400,Kongolo,CD,-5.38,27.0,72.52,85,71,1.79,broken clouds
401,Port Hedland,AU,-20.32,118.57,69.8,83,0,9.17,clear sky
402,Tucurui,BR,-3.77,-49.67,87.37,47,88,0.38,overcast clouds
403,Camacha,PT,33.08,-16.33,64.4,72,20,2.24,few clouds
404,Ketchikan,US,55.34,-131.65,44.6,24,1,5.82,clear sky
405,Baykit,RU,61.67,96.37,25.32,96,100,2.59,light snow
406,Mandera,KE,3.94,41.87,82.36,63,100,17.05,overcast clouds
407,Fort Abbas,PK,29.19,72.85,76.91,17,0,10.25,clear sky
408,Zhucheng,CN,35.99,119.4,48.13,51,89,5.3,overcast clouds
409,Show Low,US,34.25,-110.03,69.8,24,1,24.16,clear sky
410,Athabasca,CA,54.72,-113.29,22.71,83,99,9.71,overcast clouds
411,Letka,RU,59.6,49.42,30.11,97,63,8.19,broken clouds
412,Oyonnax,FR,46.26,5.66,48.99,100,82,2.24,fog
413,Paamiut,GL,61.99,-49.67,30.96,86,18,9.28,few clouds
414,Kirakira,SB,-10.45,161.92,82.29,77,1,6.91,clear sky
415,Riachao Do Dantas,BR,-11.07,-37.73,74.26,75,20,8.75,few clouds
416,Kushmurun,KZ,52.45,64.63,42.49,92,100,14.92,overcast clouds
417,Cherepanovo,RU,54.22,83.38,22.41,94,8,7.83,clear sky
418,Matara,LK,5.95,80.54,77.18,88,70,7.27,broken clouds
419,Ambon,ID,-3.7,128.18,77.0,94,20,6.93,few clouds
420,Svetlaya,RU,46.54,138.33,41.56,67,82,8.14,light rain
421,Koulikoro,ML,14.0,-7.75,81.86,17,0,5.1,clear sky
422,Oda,JP,35.18,132.5,42.8,100,20,4.7,few clouds
423,Vila Do Maio,CV,15.13,-23.22,78.8,83,100,16.11,overcast clouds
424,Ilulissat,GL,69.22,-51.1,21.2,62,51,10.29,broken clouds
425,Vardo,NO,70.37,31.11,39.11,78,100,24.56,overcast clouds
426,Ningbo,CN,29.88,121.55,55.99,93,0,4.47,clear sky
427,Awbari,LY,26.59,12.78,66.43,25,0,4.36,clear sky
428,Wajima,JP,37.4,136.9,57.33,59,82,19.22,broken clouds
429,Tazovskiy,RU,67.47,78.7,14.92,97,95,7.43,overcast clouds
430,Kaoma,ZM,-14.78,24.8,71.92,24,80,7.94,broken clouds
431,Ponta Delgada,PT,37.73,-25.67,68.0,82,75,17.22,broken clouds
432,Geraldton,AU,-28.77,114.6,51.8,87,0,6.93,clear sky
433,Tongliao,CN,43.61,122.27,39.6,66,44,5.19,scattered clouds
434,Makum,IN,27.5,95.45,69.33,99,94,2.91,light rain
435,Mitoc,RO,48.1,27.03,57.2,82,75,3.36,broken clouds
436,Gayny,RU,60.31,54.32,36.82,97,100,6.46,light rain
437,Newport,GB,51.59,-3.0,52.0,97,100,1.99,moderate rain
438,Luderitz,NA,-26.65,15.16,60.21,78,7,16.64,clear sky
439,Arantangi,IN,10.17,78.98,79.92,77,80,2.93,broken clouds
440,Oriximina,BR,-1.77,-55.87,92.12,37,100,3.83,overcast clouds
441,Graham,US,47.05,-122.29,48.99,65,90,3.36,overcast clouds
442,Brae,GB,60.4,-1.35,50.0,81,72,12.75,broken clouds
443,Ardakan,IR,32.31,54.02,57.2,30,0,2.24,clear sky
444,Maltahohe,NA,-24.83,16.98,73.83,23,39,12.15,scattered clouds
445,Sao Miguel Do Araguaia,BR,-13.28,-50.16,75.34,80,100,5.08,overcast clouds
446,Kieta,PG,-6.22,155.63,81.93,72,52,4.18,broken clouds
447,Codrington,AU,-38.27,141.97,47.16,69,51,16.62,broken clouds
448,Korla,CN,41.76,86.15,46.99,62,22,3.0,few clouds
449,Plainview,US,40.78,-73.47,69.01,72,40,6.93,scattered clouds
450,Parkes,AU,-33.13,148.18,52.0,87,100,1.99,overcast clouds
451,Winnemucca,US,40.97,-117.74,66.2,20,1,11.41,clear sky
452,Salalah,OM,17.02,54.09,75.2,41,0,1.12,clear sky
453,Lazaro Cardenas,MX,17.96,-102.2,85.69,74,54,9.17,broken clouds
454,Antofagasta,CL,-23.65,-70.4,59.0,77,90,12.75,overcast clouds
455,Praia Da Vitoria,PT,38.73,-27.07,66.2,93,75,11.83,broken clouds
456,Dunedin,NZ,-45.87,170.5,64.65,56,100,11.1,overcast clouds
457,Sawakin,SD,19.11,37.33,80.8,75,0,5.48,clear sky
458,Rocha,UY,-34.48,-54.33,66.97,87,13,8.01,few clouds
459,Alugan,PH,12.22,125.48,78.49,89,100,11.88,heavy intensity rain
460,Nizhneangarsk,RU,55.78,109.55,37.02,76,100,5.77,overcast clouds
461,Vallenar,CL,-28.57,-70.76,73.9,35,0,8.01,clear sky
462,Jiuquan,CN,39.74,98.52,42.12,57,100,8.05,overcast clouds
463,Morondava,MG,-20.28,44.28,75.34,61,23,13.71,light rain
464,Pangnirtung,CA,66.15,-65.71,19.56,91,96,3.98,overcast clouds
465,Tarko-Sale,RU,64.92,77.78,13.17,95,96,8.75,overcast clouds
466,Hudson,US,40.72,-74.07,68.0,52,90,13.87,overcast clouds
467,Qasigiannguit,GL,68.82,-51.19,21.2,62,97,10.29,overcast clouds
468,Muisne,EC,0.6,-80.03,84.2,74,20,11.41,few clouds
469,Fort Nelson,CA,58.81,-122.7,26.6,42,5,6.93,clear sky
470,San Pedro,PH,14.35,121.02,77.0,100,75,2.24,broken clouds
471,Semporna,MY,4.48,118.61,73.4,94,20,1.12,few clouds
472,Dingli,MT,35.86,14.38,69.01,77,0,13.87,clear sky
473,Betare Oya,CM,5.6,14.08,68.95,89,78,2.46,broken clouds
474,Ixtapa,MX,20.7,-105.2,89.6,70,40,10.29,scattered clouds
475,Yelanskiy,RU,56.84,62.5,34.43,97,100,4.38,overcast clouds
476,Luganville,VU,-15.53,167.17,80.6,83,40,9.17,scattered clouds
477,Komsomolets,KZ,53.75,62.07,42.67,92,98,11.74,overcast clouds
478,Broome,US,42.25,-75.83,46.99,70,90,11.41,overcast clouds
479,Marawi,PH,8.0,124.29,73.99,92,100,4.0,light rain
480,Jalu,LY,29.03,21.55,66.92,50,0,11.92,clear sky
481,Lac Du Bonnet,CA,50.25,-96.06,30.0,98,100,3.0,overcast clouds
482,Ampanihy,MG,-24.7,44.75,72.99,64,99,3.36,overcast clouds
483,Bozova,TR,37.36,38.53,71.6,17,0,3.36,clear sky
484,Jurmala,LV,56.97,23.77,50.0,93,40,3.36,scattered clouds
485,Sobolevo,RU,54.43,31.9,44.67,96,92,6.53,light rain
486,Sapernoye,RU,60.72,29.95,34.0,97,93,2.35,overcast clouds
487,Mongoumba,CF,3.64,18.59,72.77,95,100,2.3,light rain
488,Nurota,UZ,40.56,65.69,37.4,55,0,2.24,clear sky
489,Pochutla,MX,15.74,-96.47,87.01,70,90,5.61,overcast clouds
490,Ballina,AU,-28.87,153.57,72.0,83,6,6.93,clear sky
491,Montana,BG,43.41,23.23,57.0,99,100,2.59,overcast clouds
492,Treinta Y Tres,UY,-33.23,-54.38,74.28,85,31,9.17,scattered clouds
493,Atherton,GB,53.52,-2.49,46.99,88,100,1.99,light rain
494,Buala,SB,-8.14,159.59,82.71,75,1,3.58,clear sky
495,Hambantota,LK,6.12,81.12,78.82,80,95,13.38,overcast clouds
496,Fastiv,UA,50.08,29.92,55.4,87,75,8.95,broken clouds
497,Abay,KZ,49.63,72.85,28.4,58,0,13.42,clear sky
498,Bontang,ID,0.13,117.5,78.19,84,100,5.44,light rain
499,Ofunato,JP,39.07,141.72,50.99,75,38,12.24,scattered clouds
500,Cayenne,GF,4.93,-52.33,84.2,74,75,6.93,broken clouds
501,Henties Bay,NA,-22.12,14.28,57.99,91,73,5.32,broken clouds
502,Los Llanos De Aridane,ES,28.66,-17.92,73.4,64,90,12.75,overcast clouds
503,Meulaboh,ID,4.14,96.13,73.89,95,100,6.31,heavy intensity rain
504,Boone,US,39.03,-92.33,48.99,64,5,1.01,clear sky
505,Nouadhibou,MR,20.93,-17.03,71.6,73,0,14.99,clear sky
506,Mitsamiouli,KM,-11.38,43.28,78.3,77,0,10.54,clear sky
507,Ashland,US,40.82,-82.27,45.0,70,90,8.05,overcast clouds
508,Mackay,AU,-21.15,149.2,77.0,83,40,10.29,scattered clouds
509,Najran,SA,17.49,44.13,66.2,20,0,3.36,clear sky
510,Bernay,FR,49.17,0.67,57.99,84,100,17.0,overcast clouds
511,Birin,NP,26.89,88.07,57.87,100,48,2.19,scattered clouds
512,Mykolayivka,UA,47.54,30.76,57.83,59,100,6.2,overcast clouds
513,Ouegoa,NC,-20.35,164.43,78.55,70,5,12.91,clear sky
514,Murgab,TM,37.5,61.97,50.0,57,0,6.93,clear sky
515,Farmington,US,36.73,-108.22,73.0,17,1,10.29,clear sky
516,Walvis Bay,NA,-22.96,14.51,57.99,82,0,5.82,clear sky
517,Coihaique,CL,-45.58,-72.07,57.2,41,40,4.7,scattered clouds
518,Weligama,LK,5.97,80.42,77.45,88,69,6.64,broken clouds
519,Payo,ID,-3.75,103.64,72.36,93,100,1.41,overcast clouds
520,Naze,JP,28.37,129.48,69.8,60,75,14.99,broken clouds
521,Kavaratti,IN,10.57,72.64,81.39,74,51,7.43,broken clouds
522,Yar-Sale,RU,66.83,70.83,16.77,96,75,4.92,broken clouds
523,Batticaloa,LK,7.71,81.69,78.82,76,99,4.97,overcast clouds
524,Les Cayes,HT,18.2,-73.75,83.25,79,90,8.81,light rain
525,Namatanai,PG,-3.67,152.43,81.1,77,24,2.48,moderate rain
526,Krapivinskiy,RU,55.0,86.81,24.8,85,90,13.42,light shower snow
527,Touho,NC,-20.78,165.23,76.06,80,64,14.16,light rain
528,Catalina,US,32.51,-110.92,90.0,21,100,7.0,overcast clouds
529,Aginskoye,RU,51.1,114.53,31.1,93,100,1.77,overcast clouds
530,Sag,RO,45.65,21.18,55.4,100,90,2.24,moderate rain
531,Prince Rupert,CA,54.32,-130.32,42.8,28,1,2.24,clear sky
532,Madang,PG,-5.22,145.8,77.95,83,4,2.73,clear sky
533,Atbasar,KZ,51.8,68.33,32.49,97,100,23.73,overcast clouds
534,Kerema,PG,-7.96,145.78,76.77,83,33,1.99,scattered clouds
535,Dawlatabad,AF,36.41,64.91,41.54,65,0,3.02,clear sky
536,Abha,SA,18.22,42.51,62.6,19,0,5.44,clear sky
537,Ginda,IN,30.69,78.49,51.69,42,0,6.13,clear sky
538,Auki,SB,-8.77,160.7,82.45,75,12,3.13,few clouds
539,Olinda,BR,-8.01,-34.86,82.4,69,75,6.93,broken clouds
540,Woodward,US,36.43,-99.39,57.99,37,1,12.75,clear sky
541,Mugur-Aksy,RU,50.35,90.5,15.94,84,28,6.67,scattered clouds
542,Ugoofaaru,MV,5.67,73.0,82.85,73,100,9.57,overcast clouds
543,Biak,ID,-0.91,122.88,77.45,78,100,1.92,overcast clouds
544,Ekhabi,RU,53.51,142.97,39.22,92,1,3.2,clear sky
545,Ilam,NP,26.92,87.92,60.06,94,23,2.66,few clouds
546,Verkhnevilyuysk,RU,63.45,120.32,19.09,95,29,5.79,scattered clouds
547,Mount Pleasant,US,32.79,-79.86,78.01,78,1,8.05,clear sky
548,Ewo,CG,-0.87,14.82,73.81,92,100,2.17,overcast clouds
549,Northam,GB,51.03,-4.22,50.0,85,100,17.0,light rain
550,Utrecht,NL,52.0,5.25,60.01,85,100,5.01,overcast clouds
551,Catamarca,AR,-28.47,-65.79,84.99,66,3,13.0,clear sky
552,Dicabisagan,PH,17.08,122.42,77.88,85,97,6.53,moderate rain
553,Fairbanks,US,64.84,-147.72,30.0,79,20,2.84,few clouds
554,Victoria Point,AU,-27.58,153.3,75.0,84,20,5.99,few clouds
555,Kifri,IQ,34.7,44.97,70.29,20,0,5.84,clear sky
556,Buin,CL,-33.73,-70.75,75.0,35,0,9.17,clear sky
557,Aden,YE,12.78,45.04,83.53,62,0,12.62,clear sky
558,Santa Cruz,BO,-17.8,-63.17,95.0,41,9,11.41,clear sky
559,Gisors,FR,49.28,1.78,59.0,72,75,23.04,broken clouds
560,Clinton,US,42.59,-82.92,48.2,53,40,5.82,scattered clouds
561,Manaus,BR,-3.1,-60.02,84.2,78,75,4.7,light rain
562,Fort Morgan,US,40.25,-103.8,44.6,39,1,19.46,clear sky
563,Biri,PH,12.68,124.36,82.44,79,100,11.68,moderate rain
564,Oranjemund,NA,-28.55,16.43,59.47,90,1,10.63,clear sky
565,San-Pedro,CI,4.75,-6.64,77.41,86,0,5.66,clear sky
566,Pacific Grove,US,36.62,-121.92,68.0,63,40,6.93,scattered clouds
567,Hofn,IS,64.25,-15.21,42.84,87,100,27.89,light rain
568,San Policarpo,PH,12.18,125.51,78.85,88,100,12.19,heavy intensity rain
569,Araouane,ML,18.9,-3.53,91.71,12,0,8.93,clear sky
570,Vostok,RU,46.49,135.88,27.77,100,100,4.74,light snow
571,Koulamoutou,GA,-1.13,12.47,73.42,95,100,1.66,light rain
572,Bosaso,SO,11.28,49.18,79.25,44,1,5.97,clear sky
573,Semme,FR,46.2,1.5,54.0,87,0,11.41,clear sky
574,Roswell,US,34.02,-84.36,71.01,88,90,6.93,thunderstorm
575,Peace River,CA,56.25,-117.29,24.8,49,20,19.46,few clouds
576,Jawhar,SO,2.78,45.5,78.22,82,100,6.73,moderate rain
577,Shimoda,JP,34.67,138.95,57.94,62,30,12.33,scattered clouds
578,Qui Nhon,VN,13.77,109.23,74.26,82,98,4.54,overcast clouds
579,Thayetmyo,MM,19.32,95.18,73.53,96,100,3.18,overcast clouds
580,Pitimbu,BR,-7.47,-34.81,78.8,83,75,8.05,broken clouds
581,Ulladulla,AU,-35.35,150.47,55.0,87,90,10.29,overcast clouds
582,Burgeo,CA,47.62,-57.62,49.89,88,100,14.27,overcast clouds
583,Diffa,NE,13.32,12.61,83.55,22,86,9.33,overcast clouds
584,Khuzdar,PK,27.74,66.64,57.13,33,0,5.7,clear sky
585,Cairns,AU,-16.92,145.77,77.0,78,74,1.36,broken clouds
586,Sumbe,AO,-11.21,13.84,75.67,86,94,9.08,light rain
587,Makakilo City,US,21.35,-158.09,84.2,66,1,9.17,clear sky
588,Nantucket,US,41.28,-70.1,62.6,82,90,10.29,overcast clouds
589,Udachnyy,RU,66.42,112.4,10.4,92,40,4.47,scattered clouds
590,Ormara,PK,25.21,64.64,78.21,27,0,20.85,clear sky
591,Labuhan,ID,-6.88,112.21,79.52,82,100,6.26,moderate rain
592,Moanda,GA,-1.56,13.22,72.19,96,100,1.45,light rain
593,Altay,CN,47.87,88.12,23.97,85,1,3.51,clear sky
594,Stokmarknes,NO,68.56,14.91,37.99,86,32,1.99,scattered clouds
595,Bahia Blanca,AR,-38.72,-62.27,82.58,32,0,8.88,clear sky
596,Quatre Cocos,MU,-20.21,57.76,71.6,88,75,12.75,shower rain
597,Paciran,ID,-6.88,112.38,79.84,81,100,5.19,light rain
598,Ambovombe,MG,-25.17,46.08,69.71,83,74,5.82,broken clouds
599,Port Macquarie,AU,-31.43,152.92,66.99,99,50,6.62,scattered clouds
600,Kuloy,RU,61.03,42.49,30.09,97,75,6.8,broken clouds
601,Peleduy,RU,59.63,112.74,32.0,97,100,1.99,overcast clouds
602,Waipawa,NZ,-41.41,175.52,60.8,100,24,21.92,few clouds
603,Calabozo,VE,8.92,-67.43,82.44,83,88,0.63,overcast clouds
604,Port Hawkesbury,CA,45.62,-61.35,54.0,93,90,8.05,overcast clouds
605,Kibakwe,TZ,-6.72,36.37,65.71,85,20,5.44,few clouds
606,Gallup,US,35.53,-108.74,73.4,13,1,18.34,clear sky
607,Kalamare,BW,-22.93,26.57,77.7,36,0,11.52,clear sky
608,Boende,CD,-0.22,20.87,72.43,97,100,2.95,overcast clouds
609,Wanning,CN,18.8,110.4,77.22,88,100,17.49,moderate rain
610,Sangar,RU,63.92,127.47,9.84,94,18,0.89,few clouds
611,Viedma,AR,-40.81,-63.0,82.99,46,0,7.0,clear sky
612,Nisia Floresta,BR,-6.09,-35.21,78.8,83,40,9.17,scattered clouds
613,Kyabe,TD,9.45,18.94,79.38,71,81,1.88,broken clouds
614,Alta Floresta,BR,-9.88,-56.09,75.76,93,100,5.35,light rain
615,Fort Saint James,CA,54.43,-124.25,28.29,79,0,3.33,clear sky
616,Emerald,AU,-23.53,148.17,69.8,100,90,3.36,light rain
617,San Quintin,MX,30.48,-115.95,69.76,66,100,13.91,overcast clouds
618,Port Arthur,CN,38.8,121.27,42.8,87,0,2.24,clear sky
619,Teguldet,RU,57.31,88.17,25.54,95,63,7.81,broken clouds
620,Corner Brook,CA,48.97,-57.95,51.8,71,90,12.75,overcast clouds
621,Lachute,CA,45.65,-74.33,46.0,56,75,6.93,broken clouds
622,Bathurst,AU,-33.42,149.58,55.0,98,100,5.53,light rain
623,Waddan,LY,29.16,16.14,64.63,42,0,5.53,clear sky
624,Aracoiaba,BR,-4.37,-38.81,81.75,62,12,8.75,few clouds
625,Barra Do Garcas,BR,-15.89,-52.26,80.98,73,100,5.61,moderate rain
626,Posse,BR,-14.09,-46.37,69.4,91,99,4.05,overcast clouds
627,Bundaberg,AU,-24.85,152.35,78.01,78,75,13.87,broken clouds
628,Hervey Bay,AU,-25.3,152.85,77.0,82,21,5.01,few clouds
629,Tocache,PE,-8.18,-76.51,91.9,39,72,2.93,broken clouds
630,Koumac,NC,-20.57,164.28,78.31,67,12,5.79,few clouds
631,Meadow Lake,US,34.8,-106.54,75.99,24,75,9.17,broken clouds
632,Port Augusta,AU,-32.5,137.77,53.6,76,90,13.87,overcast clouds
633,Miles City,US,46.41,-105.84,19.4,85,90,16.11,overcast clouds
634,Jacqueville,CI,5.21,-4.41,80.6,88,20,6.93,few clouds
635,Roma,US,43.21,-75.46,46.4,70,90,9.17,overcast clouds
636,Matagami,CA,49.75,-77.63,28.4,86,90,6.93,overcast clouds
637,Moerai,PF,-22.43,-151.33,72.48,77,61,18.5,broken clouds
638,Dubno,UA,50.42,25.73,48.0,98,59,11.01,broken clouds
639,Brasileia,BR,-11.02,-68.75,96.49,36,72,4.27,broken clouds
640,Yushu,CN,44.8,126.53,33.87,88,0,7.25,clear sky
641,Mananjary,MG,-21.22,48.33,69.93,81,23,2.62,few clouds
642,Straumen,NO,63.87,11.3,39.0,74,0,14.99,clear sky
643,Skibbereen,IE,51.55,-9.27,46.4,87,40,17.22,scattered clouds
644,Beloha,MG,-25.17,45.05,68.63,84,100,4.09,overcast clouds
645,Kaeo,NZ,-35.1,173.78,66.99,80,21,5.01,few clouds
646,Bulolo,PG,-7.2,146.65,72.5,70,18,1.48,light rain
647,Husavik,IS,66.04,-17.34,41.0,75,90,19.46,light rain
648,Kupino,RU,54.37,77.3,25.99,84,68,13.27,broken clouds
649,Malanje,AO,-9.54,16.34,66.06,94,38,2.35,scattered clouds
650,Asau,RO,46.43,26.4,53.01,98,100,2.53,overcast clouds
651,Deder,ET,9.32,41.45,58.48,58,0,3.24,clear sky
652,Murchison,NZ,-41.8,172.33,61.7,79,99,1.19,light rain
653,Belmonte,BR,-15.86,-38.88,77.0,78,75,10.29,broken clouds
654,Estelle,US,29.85,-90.11,79.0,74,75,9.17,broken clouds
655,Petatlan,MX,17.52,-101.27,91.4,63,5,8.05,clear sky
656,Kidal,ML,18.44,1.41,82.18,14,0,10.74,clear sky
657,Sawtell,AU,-30.38,153.1,73.4,73,40,8.05,scattered clouds
658,Andenes,NO,69.31,16.12,39.2,86,20,16.11,few clouds
659,Port Moresby,PG,-9.44,147.18,76.44,87,93,2.59,overcast clouds
660,Nyimba,ZM,-14.56,30.81,78.66,27,23,7.74,few clouds
661,Dakar,SN,14.69,-17.44,84.2,89,0,4.7,clear sky
662,Ardesen,TR,41.19,40.99,59.0,62,0,16.11,clear sky
663,Gorey,IE,52.67,-6.29,44.01,84,9,1.99,clear sky
664,San Luis,AR,-33.3,-66.34,83.71,39,56,4.83,broken clouds
665,Durazno,UY,-33.41,-56.5,64.4,100,75,4.7,broken clouds
666,Vanavara,RU,60.34,102.28,24.46,98,100,2.95,overcast clouds
667,Uyovu,TZ,-3.28,31.53,68.54,73,26,4.29,scattered clouds
668,The Valley,AI,18.22,-63.06,84.2,74,40,12.75,scattered clouds
669,Bacong,PH,9.25,123.3,78.8,83,75,7.27,broken clouds
670,Roviai,GR,38.82,23.23,66.0,49,96,4.0,overcast clouds
671,Shiliguri,IN,26.7,88.43,72.03,91,57,1.52,broken clouds
672,North Myrtle Beach,US,33.82,-78.68,78.01,83,1,6.93,clear sky
673,Khani,GE,41.96,42.96,48.2,93,0,5.82,clear sky
674,Merauke,ID,-8.47,140.33,77.86,88,66,6.08,broken clouds
675,Nongan,CN,44.38,125.17,33.8,59,0,2.24,smoke
676,Sovetskiy,RU,61.36,63.58,24.26,96,99,9.73,overcast clouds
677,Faro,PT,37.02,-7.93,60.8,82,0,9.17,clear sky
678,Isla Mujeres,MX,21.23,-86.73,87.8,66,75,14.99,broken clouds
679,Gwadar,PK,25.12,62.33,77.54,27,0,17.52,clear sky
680,Bahir Dar,ET,11.59,37.39,63.23,82,60,1.14,light rain
681,Conde,BR,-7.26,-34.91,78.8,83,75,8.05,broken clouds
682,Johnstown,US,40.33,-78.92,46.0,70,90,11.41,overcast clouds
683,Whitianga,NZ,-36.83,175.7,64.9,67,5,4.34,clear sky
684,Salta,AR,-24.79,-65.41,87.8,33,20,18.34,few clouds
685,Eureka,US,40.8,-124.16,59.0,74,39,5.01,scattered clouds
686,Qarchi Gak,AF,37.04,66.79,53.6,32,5,2.24,clear sky
687,Yatou,CN,37.15,122.38,48.54,49,67,4.16,light rain
688,Pilar,BR,-9.6,-35.96,75.2,88,0,6.93,clear sky
689,Kashi,CN,39.45,75.98,53.6,20,75,6.71,light rain
690,Lata,PT,40.16,-8.33,62.01,89,99,3.0,overcast clouds
691,Preobrazheniye,RU,42.9,133.91,39.34,71,3,16.15,clear sky
692,Maiduguri,NG,11.85,13.16,81.77,22,11,7.76,few clouds
693,Aitape,PG,-3.14,142.35,78.64,82,14,3.96,light rain
694,Bandarbeyla,SO,9.49,50.81,76.35,81,79,6.24,broken clouds
